commentor,comments,news
>Bijoy K Roy,">Antonia Edvige Albino Maino is yet again proofed that she is very shrud woman. She knows that once Rahul speak for 15 minutes in the parliament on 20/7/2018, PM Modi will be scared of  Rahul's speech and will flee from the parliament. Consequently, Rahul will become PM on 20/7/2018. Tremendous intelligent trick by Antonia Edvige Albino Maino.",>The regulator also asked telecom operators to ensure that commercial communication takes place only through registered senders
>Amit Kumar,>Prashant Kumar,">In India, the private consumption is expected to grow at a healthy rate as disruption caused by demonetisation in 2016 fades"
>Law of Attraction,">Take three minutes every day to focus on quieting your mind, and finding the stillness between thoughts. Meditation serves to increase your awareness, and helps you to gain control over your mind so you can consciously choose positive thoughts which serve you.",">In India, the private consumption is expected to grow at a healthy rate as disruption caused by demonetisation in 2016 fades"
>Rohit Chotalia,>Falgun Saran Raunak Jhanwar Murtaza Husain Venkat Singhal Gaurav Deshmukh,">In India, the private consumption is expected to grow at a healthy rate as disruption caused by demonetisation in 2016 fades"
>Kiran Laishram,>Congress or SP party is trying to damage Dalits unity,>A spate of vandalism had begun when a statue of Russian revolutionary Vladimir Lenin was brought down in Tripura days after the BJP registered a thumping victory in the state Assembly elections
>Law of Attraction,">Sometimes all you can do it not think, not wonder, not imagine, not obsess. Just breathe, and have faith that everything will work out for the best. Believe that if it’s meant to be, it will be.",>‘The Hundred’ was introduced earlier this year as a radical new format by the England Cricket Board to further increase the popularity of the sport and drive engagement
>Sangram Pawar,>Saloni PotnisSaloni,">Dell has come up with a premium device in its laptop range that, almost in all the aspects, is a notch above than the competition"
>Kaushur Kashmiri,>Continuation  of Hindu terrorism  perpetrated by RSS/ BJP. A common Hindu is peace-loving like any other people and should distance themselves from these terror outfits,>Centre drags its feet on anti-lynching law; Home Minister 
>Imteyaz Ahmad,">Every day there is problem instead of development but still naredren modi jai,,really so much paid and andhbakht are there",>Centre drags its feet on anti-lynching law; Home Minister 
>Jessy Abraham,>May God heal to health and happiness ,>Lucky Ali last sang for Ranbir Kapoor and Deepika Padukone-starrer 'Tamasha'
>Samrat Chowdhury,">Hope you are in good health,sir",>Lucky Ali last sang for Ranbir Kapoor and Deepika Padukone-starrer 'Tamasha'
>Alimeren Laayan Lima,>Im not a cricket fan but coming at 9 means he must be a bowler....so what are ppl expecting him to do ..just because his dad was a batsman he needs to bat well too..,>Arjun came into bat at number 9 and his stay at the crease lasted for 11 balls
>Budiki Kalapatapu,>Selfish sachin again uses his influence to launch his son while the very talented players are sidelined . I really hate him,>Arjun came into bat at number 9 and his stay at the crease lasted for 11 balls
>Krishnan Lr,>Nobody vcan shake BJP till 2024,">As Narendra Modi-led NDA government prepares for its first no-confidence motion on Friday, News18 looks at the few basics of the trust vote and how it pans out in the floor of the House "
>Adiga Manjunath,>bjp clear winner,">As Narendra Modi-led NDA government prepares for its first no-confidence motion on Friday, News18 looks at the few basics of the trust vote and how it pans out in the floor of the House "
>Abhishek Attri,>That happens when the percentage of Bad members in a community or religion spillover a bearable threshold. level. As a result innocent and good members might or could get called off in a negative way.,">It's a sick, sad world."
>Ar Fahadh Shereif,>What sad?,">It's a sick, sad world."
>RaZia Mondal,>Who bothers abt this old lady,>Don't we all want a boss like PC?
>Mrinmoy Chatterjee,>It also proves wht she thinks about Indians as terrorist......sabotaging pak-Us relationship.,>Don't we all want a boss like PC?
>Prasenjit Mondal,>Ranbir doesn't deserves to be circuit...!!! No one can perform circuit role as much as arshad do!!!,>Is Ranbir going to replace Arshad Warsi as Circuit?
>Harpreet Singh,>After watching sanju movie I have started to read the headline of newspaper with question mark....,>Is Ranbir going to replace Arshad Warsi as Circuit?
>Aphuna Gangmei,>We all know it was a planned rebel he was doing with support from party bosses... To distract from real issues of the country he was doing short drama for Indian citizens... Now the true colour is out,>Sinha also made it clear that he has no intention to quit the BJP before the 2019 general election.
>Syed Ahmad,">Every one knows and knew d decision of likes of Y. Sinha and Shatru..n sinha.. These people and Ally like Shiv Sena critize government for d sake of seeking High command's favour and for better seat share bargaining in coming election.... These people have no guts, courage to go against d mighty high command now or in future.",>Sinha also made it clear that he has no intention to quit the BJP before the 2019 general election.
>Mahendra Meena,>ladai to janta ko bewakoof banane ke liye karte hai..par dil se bjp ke sath hi hai ,">""We will support the BJP,"" a source close to Uddhav Thackeray said."
>Raushan Kumar,>Shiv sena is a divorced wife.,">""We will support the BJP,"" a source close to Uddhav Thackeray said."
>Yemling Tayeng,>Attacking some body for expressing veiws is called intorence  and tyranic .Is it Democracy ?,">Swami Agnivesh, 79, was attacked in Jharkhand by a mob as he came out after addressing a press conference on Tuesday."
>Abhishek Attri,>Where is the intolerance brigade now. No award wapsi for this one! Hindus and their values don't value here. Irony of my Once Great Nation!,">Swami Agnivesh, 79, was attacked in Jharkhand by a mob as he came out after addressing a press conference on Tuesday."
>Abhishek Attri,>One day will come when Donkeys will teach Horses how to behave like horses. Wow! we are all dying to reach that day so soon. Please up the ante on Reservation. Give more reservation...let that day come soon.,">Previously, SC, ST and OBC faculty positions were calculated by treating the entire university as a unit."
>Megha Purohit,">And irony is, you want to internationalise our education system in order to improve academic standards! Lol",">Previously, SC, ST and OBC faculty positions were calculated by treating the entire university as a unit."
>Arunraj AP,>Every state should get equal treatment from union government. Union government should not give special package to any state which will effect federal structure of our country.,>K Palaniswami said the motion was moved by the TDP over an issue concerning Andhra Pradesh.
>Abhishek Attri,>Chargesheet kay aagey bhi kuch hoga kyaa? Hoga kyuu nahin....Bail ho jayegee jaisey kee National Herald casemein hui hein. Sab key sab Bail par heeee lection ladengey. Aur hamaree intelligent janta unhey vote bheee deygee.,">Apart from Chidambaram and his son, the CBI has named nine public servants and officials of Aircel Maxis as well."
>Ramesh Tatapudi,">Best brothers ever, it's a very nice feeling to hear this from anyone. Only brothers can understand this feeling.",">""I have no intention to make a name for myself and to separate my identity from my brother's name,"" Ishaan said."
>Nikhat Parveen,>Very good,">""I have no intention to make a name for myself and to separate my identity from my brother's name,"" Ishaan said."
>Valentine Marine,>“no global warming” Trump,>The Meteorological department has forecast heavy to very heavy rainfall in the state for the next three days.
>Saurabh Chandra,>The two similarity between them is that both can not give speech without paper,>Mayawati is not content with the number of seats offered and is said to be lobbying for a greater share of the pie in these states.
>Aravind Kamath,">Sonia taking support of Mayawati , Cong Mukt MP , Chatisgarh",>Mayawati is not content with the number of seats offered and is said to be lobbying for a greater share of the pie in these states.
>Motilal Labroo,>Anantnag Kumar must talk of karanataka  rather than Delhi where his CM remained only for24 hrs,">According to sources in the ruling party, it is confident of getting the support of as many as 314 MPs in the Lok Sabha."
>Aaron Scott Jockers,>BJP cannot keep India's women safe.,">According to sources in the ruling party, it is confident of getting the support of as many as 314 MPs in the Lok Sabha."
>Alev Alev,">BJP will never give powers to AAP, otherwise they will land in trouble, AAP a neat and clean party will put them to task",>The war between the Delhi government and the Lieutenant-Governor seems far from over.
